group,task,pc1,pc2
bbh,bbh_zeroshot_logical_deduction_seven_objects,-0.6814901671884825,-0.35081211211657126
bbh,bbh_zeroshot_logical_deduction_three_objects,-0.711340064652149,-0.4163461845507287
bbh,bbh_zeroshot_movie_recommendation,0.13266970770688782,0.10581061124055591
bbh,bbh_zeroshot_multistep_arithmetic_two,-0.4010551856690287,0.33727883958990285
bbh,bbh_zeroshot_navigate,-0.5699627105586003,-0.09151785326040651
bbh,bbh_zeroshot_object_counting,-0.15210165351487218,0.3591693836080283
bbh,bbh_zeroshot_penguins_in_a_table,-0.4848007891101927,0.1598665934450648
bbh,bbh_zeroshot_reasoning_about_colored_objects,-0.478560916739502,0.16861200085592093
bbh,bbh_zeroshot_ruin_names,-0.2087388747182034,0.5676209067302295
bbh,bbh_zeroshot_salient_translation_error_detection,-0.2987087195707016,0.2376787331651028
bbh,bbh_zeroshot_snarks,-0.18536231064312933,0.49335539475446927
bbh,bbh_zeroshot_sports_understanding,0.45028096926830175,-0.05534697287923975
bbh,bbh_zeroshot_temporal_sequences,-0.6286112960770746,-0.23079426660982444
bbh,bbh_zeroshot_tracking_shuffled_objects_five_objects,-0.648351109400841,-0.2834199287975253
bbh,bbh_zeroshot_tracking_shuffled_objects_seven_objects,-0.6907641983927975,-0.38309079483579556
bbh,bbh_zeroshot_tracking_shuffled_objects_three_objects,-0.7029069377633361,-0.4061742262371069
bbh,bbh_zeroshot_web_of_lies,-0.7189695156944764,-0.44769581182750867
bbh,bbh_zeroshot_word_sorting,-0.550474347548277,-0.26927537829927606
mmlu_pro,mmlu_pro_biology,0.27758474996615956,-0.02760232699950132
mmlu_pro,mmlu_pro_business,-0.09959239219044011,0.2106580488765488
mmlu_pro,mmlu_pro_chemistry,-0.12139081451626275,0.06010757390065751
mmlu_pro,mmlu_pro_computer_science,0.04870618808399815,-0.010252342204769768
mmlu_pro,mmlu_pro_economics,0.08444801136221407,-0.019794331655531596
mmlu_pro,mmlu_pro_engineering,-0.2807028729779483,0.016685995603763142
mmlu_pro,mmlu_pro_health,0.32256163717537456,-0.029254610513839444
mmlu_pro,mmlu_pro_history,0.2437273721594657,0.0828717269083361
mmlu_pro,mmlu_pro_law,-0.1194973295496237,-0.03729229320553497
mmlu_pro,mmlu_pro_math,-0.22361801478685214,0.08295110316810766
mmlu_pro,mmlu_pro_other,0.28209188847479044,0.011531906114668838
mmlu_pro,mmlu_pro_philosophy,0.20803402217391134,-0.043264896198371816
mmlu_pro,mmlu_pro_physics,-0.13207283627227004,0.043761496146559026
mmlu_pro,mmlu_pro_psychology,0.29321291944365013,-0.028529924600351513
mmlu_redux,mmlu_redux_abstract_algebra_generative,-0.14590771091030844,-0.13637597849783212
mmlu_redux,mmlu_redux_anatomy_generative,0.5040840468643379,-0.08024791162358026
mmlu_redux,mmlu_redux_astronomy_generative,0.45134873879731413,-0.07491915957038392
mmlu_redux,mmlu_redux_business_ethics_generative,0.41207703027987863,0.020346504883922888
mmlu_redux,mmlu_redux_clinical_knowledge_generative,0.4876605227813124,-0.07352068063817771
mmlu_redux,mmlu_redux_college_biology_generative,0.4007939998398704,-0.06793739356773999
mmlu_redux,mmlu_redux_college_chemistry_generative,0.22630356110647998,-0.06304175944652024
mmlu_redux,mmlu_redux_college_computer_science_generative,-0.03265442069569763,-0.06224253471041126
mmlu_redux,mmlu_redux_college_mathematics_generative,-0.33643906921967365,-0.020851603422843
mmlu_redux,mmlu_redux_college_medicine_generative,0.38955360957529744,-0.08933150583021056
mmlu_redux,mmlu_redux_college_physics_generative,-0.059977178290941326,0.01884020738963102
mmlu_redux,mmlu_redux_computer_security_generative,0.5009409808563208,-0.08894731420278376
mmlu_redux,mmlu_redux_conceptual_physics_generative,0.31777935504574284,-0.08525651176179948
mmlu_redux,mmlu_redux_econometrics_generative,0.21715942072838929,-0.04405972413877462
mmlu_redux,mmlu_redux_electrical_engineering_generative,0.47361951233753663,-0.05856581265330355
mmlu_redux,mmlu_redux_elementary_mathematics_generative,-0.3517996545358712,0.20817076100182327
mmlu_redux,mmlu_redux_formal_logic_generative,-0.5465820269417654,-0.045447030051276385
mmlu_redux,mmlu_redux_global_facts_generative,0.549781040252843,-0.08875214257352709
mmlu_redux,mmlu_redux_high_school_biology_generative,0.3438203376027264,-0.06019769052452748
mmlu_redux,mmlu_redux_high_school_chemistry_generative,0.026167602278879133,-0.04306672990072166
mmlu_redux,mmlu_redux_high_school_computer_science_generative,0.058794263226216996,-0.07657630034456518
mmlu_redux,mmlu_redux_high_school_european_history_generative,0.06920514955092684,0.15942862110119574
mmlu_redux,mmlu_redux_high_school_geography_generative,0.5194960863390025,-0.06780216735071243
mmlu_redux,mmlu_redux_high_school_government_and_politics_generative,0.4311842933868342,-0.04572094331377542
mmlu_redux,mmlu_redux_high_school_macroeconomics_generative,0.112526495343371,-0.06576309659253377
mmlu_redux,mmlu_redux_high_school_mathematics_generative,-0.3910173187037627,-0.013045409625774827
mmlu_redux,mmlu_redux_high_school_microeconomics_generative,0.2039180586981095,-0.08617023031421707
mmlu_redux,mmlu_redux_high_school_physics_generative,-0.1561478065353547,-0.07791706367143195
mmlu_redux,mmlu_redux_high_school_psychology_generative,0.4419266469180523,-0.04072244324843214
mmlu_redux,mmlu_redux_high_school_statistics_generative,-0.09763649812855144,0.002901897819479077
mmlu_redux,mmlu_redux_high_school_us_history_generative,0.10646427479596042,0.13598106358594453
mmlu_redux,mmlu_redux_high_school_world_history_generative,0.06431651280526848,0.1914390603399735
mmlu_redux,mmlu_redux_human_aging_generative,0.527793382066323,-0.07903959405333566
mmlu_redux,mmlu_redux_human_sexuality_generative,0.47336323981799516,-0.08104669089033245
mmlu_redux,mmlu_redux_international_law_generative,0.5066077602124114,-0.0462654130571857
mmlu_redux,mmlu_redux_jurisprudence_generative,0.3504868363007293,0.018123635223204357
mmlu_redux,mmlu_redux_logical_fallacies_generative,0.37798827109908495,0.05311981940229855
mmlu_redux,mmlu_redux_machine_learning_generative,0.19211195389698074,-0.05297812672733889
mmlu_redux,mmlu_redux_management_generative,0.4921950821395343,-0.033308100878665585
mmlu_redux,mmlu_redux_marketing_generative,0.483681243633516,-0.04190046990684861
mmlu_redux,mmlu_redux_medical_genetics_generative,0.482524544093885,-0.08461669256210551
mmlu_redux,mmlu_redux_miscellaneous_generative,0.50094405738068,-0.09356634752208504
mmlu_redux,mmlu_redux_moral_disputes_generative,0.4409023864256327,-0.005568119473117313
mmlu_redux,mmlu_redux_moral_scenarios_generative,-0.2621804504059749,0.2884940779007419
mmlu_redux,mmlu_redux_nutrition_generative,0.499948727947256,-0.04840204554152384
mmlu_redux,mmlu_redux_philosophy_generative,0.4197019533714299,0.005668440751731728
mmlu_redux,mmlu_redux_prehistory_generative,0.5224455061224316,-0.07857700795406387
mmlu_redux,mmlu_redux_professional_accounting_generative,0.17986651990453506,0.007289133064398511
mmlu_redux,mmlu_redux_professional_law_generative,-0.09390031385587053,-0.05360391728032802
mmlu_redux,mmlu_redux_professional_medicine_generative,0.058687681016653837,-0.05224547689626244
mmlu_redux,mmlu_redux_professional_psychology_generative,0.4090870581540053,-0.04364456970167451
mmlu_redux,mmlu_redux_public_relations_generative,0.5113938880388305,-0.06719859806785272
mmlu_redux,mmlu_redux_security_studies_generative,0.34013120256102214,0.04507778867940097
mmlu_redux,mmlu_redux_sociology_generative,0.5082948599130983,-0.05725050651940746
mmlu_redux,mmlu_redux_us_foreign_policy_generative,0.4935435903887064,-0.058811775711891084
mmlu_redux,mmlu_redux_virology_generative,0.5321054472574845,-0.08738156828534412
mmlu_redux,mmlu_redux_world_religions_generative,0.5546500204553345,-0.08945645365225256
unit_dimension,Factual Knowledge,0.5834753766010885,-0.11537107800929271
unit_dimension,Language Understanding,-0.3773698282573758,0.7484497338920454
unit_dimension,Inductive Reasoning,-0.31127896934195703,0.32370861965968967
unit_dimension,Deductive Reasoning,-0.7483310764299708,-0.5426975748769253
unit_dimension,Mathematical Computation,-0.3838452460773002,0.38697043581392665
unit_dimension,Structural Analysis,-0.3983924361449264,0.195781623751982
unit_dimension,Ethical & Safety Judgment,-0.28553442610788354,0.24053251352627003
